iteration,operation_type,ecu_id,sec_level,key_len_bytes,latency_ms,status
169,deriveECUKey_HMAC_SHA256,17911,11,32,2,success
170,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
170,deriveECUKey_HMAC_SHA256,18011,11,32,2,success
171,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
171,deriveECUKey_HMAC_SHA256,18111,11,32,2,success
172,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
172,deriveECUKey_HMAC_SHA256,18211,11,32,2,success
173,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
173,deriveECUKey_HMAC_SHA256,18311,11,32,2,success
174,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
174,deriveECUKey_HMAC_SHA256,18411,11,32,2,success
175,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
175,deriveECUKey_HMAC_SHA256,18511,11,32,2,success
176,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
176,deriveECUKey_HMAC_SHA256,18611,11,32,2,success
177,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
177,deriveECUKey_HMAC_SHA256,18711,11,32,2,success
178,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
178,deriveECUKey_HMAC_SHA256,18811,11,32,2,success
179,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
179,deriveECUKey_HMAC_SHA256,18911,11,32,2,success
180,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
180,deriveECUKey_HMAC_SHA256,19011,11,32,2,success
181,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
181,deriveECUKey_HMAC_SHA256,19111,11,32,2,success
182,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
182,deriveECUKey_HMAC_SHA256,19211,11,32,2,success
183,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
183,deriveECUKey_HMAC_SHA256,19311,11,32,2,success
184,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
184,deriveECUKey_HMAC_SHA256,19411,11,32,2,success
185,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
185,deriveECUKey_HMAC_SHA256,19511,11,32,2,success
186,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
186,deriveECUKey_HMAC_SHA256,19611,11,32,2,success
187,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
187,deriveECUKey_HMAC_SHA256,19711,11,32,2,success
188,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
188,deriveECUKey_HMAC_SHA256,19811,11,32,2,success
189,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
189,deriveECUKey_HMAC_SHA256,19911,11,32,2,success
190,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
190,deriveECUKey_HMAC_SHA256,20011,11,32,2,success
191,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
191,deriveECUKey_HMAC_SHA256,20111,11,32,2,success
192,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
192,deriveECUKey_HMAC_SHA256,20211,11,32,2,success
193,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
193,deriveECUKey_HMAC_SHA256,20311,11,32,2,success
194,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
194,deriveECUKey_HMAC_SHA256,20411,11,32,2,success
195,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
195,deriveECUKey_HMAC_SHA256,20511,11,32,2,success
196,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
196,deriveECUKey_HMAC_SHA256,20611,11,32,2,success
197,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
197,deriveECUKey_HMAC_SHA256,20711,11,32,2,success
198,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
198,deriveECUKey_HMAC_SHA256,20811,11,32,2,success
199,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
199,deriveECUKey_HMAC_SHA256,20911,11,32,2,success
200,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
200,deriveECUKey_HMAC_SHA256,21011,11,32,2,success
201,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
201,deriveECUKey_HMAC_SHA256,21111,11,32,2,success
202,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
202,deriveECUKey_HMAC_SHA256,21211,11,32,2,success
203,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
203,deriveECUKey_HMAC_SHA256,21311,11,32,2,success
204,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
204,deriveECUKey_HMAC_SHA256,21411,11,32,2,success
205,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
205,deriveECUKey_HMAC_SHA256,21511,11,32,2,success
206,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
206,deriveECUKey_HMAC_SHA256,21611,11,32,2,success
207,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
207,deriveECUKey_HMAC_SHA256,21711,11,32,2,success
208,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
208,deriveECUKey_HMAC_SHA256,21811,11,32,2,success
209,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
209,deriveECUKey_HMAC_SHA256,21911,11,32,2,success
210,SMK_Exchange_Flow,-,-,-,0,skipped_assumed_exists
210,deriveECUKey_HMAC_SHA256,22011,11,32,2,success
